,상품군별(1),운영형태별(1),날짜,거래액
799,스포츠·레저용품,온·오프라인 병행몰,2018.06,53818
800,화장품,온라인 전용몰,2018.06,247784
801,화장품,온·오프라인 병행몰,2018.06,524721
802,아동·유아용품,온라인 전용몰,2018.06,237845
803,아동·유아용품,온·오프라인 병행몰,2018.06,34089
804,음·식료품,온라인 전용몰,2018.06,515833
805,음·식료품,온·오프라인 병행몰,2018.06,295413
806,농축수산물,온라인 전용몰,2018.06,121562
807,농축수산물,온·오프라인 병행몰,2018.06,92710
808,생활용품,온라인 전용몰,2018.06,536943
809,생활용품,온·오프라인 병행몰,2018.06,150955
810,자동차 및 자동차용품,온라인 전용몰,2018.06,75344
811,자동차 및 자동차용품,온·오프라인 병행몰,2018.06,5908
812,가구,온라인 전용몰,2018.06,169644
813,가구,온·오프라인 병행몰,2018.06,73684
814,애완용품,온라인 전용몰,2018.06,70457
815,애완용품,온·오프라인 병행몰,2018.06,4669
816,여행 및 교통서비스,온라인 전용몰,2018.06,631698
817,여행 및 교통서비스,온·오프라인 병행몰,2018.06,782226
818,문화 및 레저서비스,온라인 전용몰,2018.06,108088
819,문화 및 레저서비스,온·오프라인 병행몰,2018.06,61533
820,이쿠폰서비스,온라인 전용몰,2018.06,159435
821,이쿠폰서비스,온·오프라인 병행몰,2018.06,6256
822,음식서비스,온라인 전용몰,2018.06,383805
823,음식서비스,온·오프라인 병행몰,2018.06,29248
824,기타서비스,온라인 전용몰,2018.06,35324
825,기타서비스,온·오프라인 병행몰,2018.06,24013
826,기타,온라인 전용몰,2018.06,171704
827,기타,온·오프라인 병행몰,2018.06,28702
828,컴퓨터 및 주변기기,온라인 전용몰,2018.07,326899
829,컴퓨터 및 주변기기,온·오프라인 병행몰,2018.07,77352
830,가전·전자·통신기기,온라인 전용몰,2018.07,929525
831,가전·전자·통신기기,온·오프라인 병행몰,2018.07,258669
832,서적,온라인 전용몰,2018.07,46130
833,서적,온·오프라인 병행몰,2018.07,101930
834,사무·문구,온라인 전용몰,2018.07,49095
835,사무·문구,온·오프라인 병행몰,2018.07,13431
836,의복,온라인 전용몰,2018.07,732933
837,의복,온·오프라인 병행몰,2018.07,259398
838,신발,온라인 전용몰,2018.07,109649
839,신발,온·오프라인 병행몰,2018.07,48304
840,가방,온라인 전용몰,2018.07,131431
841,가방,온·오프라인 병행몰,2018.07,60587
842,패션용품 및 액세서리,온라인 전용몰,2018.07,119536
843,패션용품 및 액세서리,온·오프라인 병행몰,2018.07,90410
844,스포츠·레저용품,온라인 전용몰,2018.07,305924
845,스포츠·레저용품,온·오프라인 병행몰,2018.07,54437
846,화장품,온라인 전용몰,2018.07,256462
847,화장품,온·오프라인 병행몰,2018.07,522504
848,아동·유아용품,온라인 전용몰,2018.07,251168
849,아동·유아용품,온·오프라인 병행몰,2018.07,36223
850,음·식료품,온라인 전용몰,2018.07,560335
851,음·식료품,온·오프라인 병행몰,2018.07,306571
852,농축수산물,온라인 전용몰,2018.07,130152
853,농축수산물,온·오프라인 병행몰,2018.07,94078
854,생활용품,온라인 전용몰,2018.07,575266
855,생활용품,온·오프라인 병행몰,2018.07,164914
856,자동차 및 자동차용품,온라인 전용몰,2018.07,84817
857,자동차 및 자동차용품,온·오프라인 병행몰,2018.07,6213
858,가구,온라인 전용몰,2018.07,174299
859,가구,온·오프라인 병행몰,2018.07,73541
860,애완용품,온라인 전용몰,2018.07,71014
861,애완용품,온·오프라인 병행몰,2018.07,4834
862,여행 및 교통서비스,온라인 전용몰,2018.07,737858
863,여행 및 교통서비스,온·오프라인 병행몰,2018.07,830274
864,문화 및 레저서비스,온라인 전용몰,2018.07,86333
865,문화 및 레저서비스,온·오프라인 병행몰,2018.07,77895
866,이쿠폰서비스,온라인 전용몰,2018.07,168883
867,이쿠폰서비스,온·오프라인 병행몰,2018.07,3023
868,음식서비스,온라인 전용몰,2018.07,425533
869,음식서비스,온·오프라인 병행몰,2018.07,31394
870,기타서비스,온라인 전용몰,2018.07,36118
871,기타서비스,온·오프라인 병행몰,2018.07,26301
872,기타,온라인 전용몰,2018.07,171961
873,기타,온·오프라인 병행몰,2018.07,29818
874,컴퓨터 및 주변기기,온라인 전용몰,2018.08,332120
875,컴퓨터 및 주변기기,온·오프라인 병행몰,2018.08,86785
876,가전·전자·통신기기,온라인 전용몰,2018.08,740216
877,가전·전자·통신기기,온·오프라인 병행몰,2018.08,220377
878,서적,온라인 전용몰,2018.08,51192
879,서적,온·오프라인 병행몰,2018.08,98032
880,사무·문구,온라인 전용몰,2018.08,47727
881,사무·문구,온·오프라인 병행몰,2018.08,14543
882,의복,온라인 전용몰,2018.08,600642
883,의복,온·오프라인 병행몰,2018.08,227720
884,신발,온라인 전용몰,2018.08,82751
885,신발,온·오프라인 병행몰,2018.08,43202
886,가방,온라인 전용몰,2018.08,123787
887,가방,온·오프라인 병행몰,2018.08,56952
888,패션용품 및 액세서리,온라인 전용몰,2018.08,104436
889,패션용품 및 액세서리,온·오프라인 병행몰,2018.08,89914
890,스포츠·레저용품,온라인 전용몰,2018.08,250025
891,스포츠·레저용품,온·오프라인 병행몰,2018.08,50204
892,화장품,온라인 전용몰,2018.08,253105
893,화장품,온·오프라인 병행몰,2018.08,548879
894,아동·유아용품,온라인 전용몰,2018.08,238654
895,아동·유아용품,온·오프라인 병행몰,2018.08,37152
896,음·식료품,온라인 전용몰,2018.08,590227
897,음·식료품,온·오프라인 병행몰,2018.08,314905
898,농축수산물,온라인 전용몰,2018.08,137336
899,농축수산물,온·오프라인 병행몰,2018.08,97746
900,생활용품,온라인 전용몰,2018.08,553093
901,생활용품,온·오프라인 병행몰,2018.08,161843
902,자동차 및 자동차용품,온라인 전용몰,2018.08,78331
903,자동차 및 자동차용품,온·오프라인 병행몰,2018.08,6548
904,가구,온라인 전용몰,2018.08,170244
905,가구,온·오프라인 병행몰,2018.08,74152
906,애완용품,온라인 전용몰,2018.08,66762
907,애완용품,온·오프라인 병행몰,2018.08,4718
908,여행 및 교통서비스,온라인 전용몰,2018.08,717923
909,여행 및 교통서비스,온·오프라인 병행몰,2018.08,842140
910,문화 및 레저서비스,온라인 전용몰,2018.08,94695
911,문화 및 레저서비스,온·오프라인 병행몰,2018.08,118832
912,이쿠폰서비스,온라인 전용몰,2018.08,178338
913,이쿠폰서비스,온·오프라인 병행몰,2018.08,2453
914,음식서비스,온라인 전용몰,2018.08,465089
915,음식서비스,온·오프라인 병행몰,2018.08,31841
916,기타서비스,온라인 전용몰,2018.08,34543
917,기타서비스,온·오프라인 병행몰,2018.08,27553
918,기타,온라인 전용몰,2018.08,182225
919,기타,온·오프라인 병행몰,2018.08,20428
920,컴퓨터 및 주변기기,온라인 전용몰,2018.09,307688
921,컴퓨터 및 주변기기,온·오프라인 병행몰,2018.09,74491
922,가전·전자·통신기기,온라인 전용몰,2018.09,606854
923,가전·전자·통신기기,온·오프라인 병행몰,2018.09,185553
924,서적,온라인 전용몰,2018.09,41390
925,서적,온·오프라인 병행몰,2018.09,86793
926,사무·문구,온라인 전용몰,2018.09,45275
927,사무·문구,온·오프라인 병행몰,2018.09,13116
928,의복,온라인 전용몰,2018.09,724081
929,의복,온·오프라인 병행몰,2018.09,279871
930,신발,온라인 전용몰,2018.09,88233
931,신발,온·오프라인 병행몰,2018.09,51239
932,가방,온라인 전용몰,2018.09,120387
933,가방,온·오프라인 병행몰,2018.09,56483
934,패션용품 및 액세서리,온라인 전용몰,2018.09,89613
935,패션용품 및 액세서리,온·오프라인 병행몰,2018.09,79744
936,스포츠·레저용품,온라인 전용몰,2018.09,253979
937,스포츠·레저용품,온·오프라인 병행몰,2018.09,50183
938,화장품,온라인 전용몰,2018.09,251421
939,화장품,온·오프라인 병행몰,2018.09,598196
940,아동·유아용품,온라인 전용몰,2018.09,236285
941,아동·유아용품,온·오프라인 병행몰,2018.09,37456
942,음·식료품,온라인 전용몰,2018.09,666824
943,음·식료품,온·오프라인 병행몰,2018.09,333230
944,농축수산물,온라인 전용몰,2018.09,176417
945,농축수산물,온·오프라인 병행몰,2018.09,133602
946,생활용품,온라인 전용몰,2018.09,529809
947,생활용품,온·오프라인 병행몰,2018.09,161995
948,자동차 및 자동차용품,온라인 전용몰,2018.09,72178
949,자동차 및 자동차용품,온·오프라인 병행몰,2018.09,6279
950,가구,온라인 전용몰,2018.09,168096
951,가구,온·오프라인 병행몰,2018.09,74161
952,애완용품,온라인 전용몰,2018.09,61725
953,애완용품,온·오프라인 병행몰,2018.09,4502
954,여행 및 교통서비스,온라인 전용몰,2018.09,536357
955,여행 및 교통서비스,온·오프라인 병행몰,2018.09,729241
956,문화 및 레저서비스,온라인 전용몰,2018.09,108901
957,문화 및 레저서비스,온·오프라인 병행몰,2018.09,74380
958,이쿠폰서비스,온라인 전용몰,2018.09,201359
959,이쿠폰서비스,온·오프라인 병행몰,2018.09,2517
960,음식서비스,온라인 전용몰,2018.09,435697
961,음식서비스,온·오프라인 병행몰,2018.09,28053
962,기타서비스,온라인 전용몰,2018.09,107512
963,기타서비스,온·오프라인 병행몰,2018.09,25672
964,기타,온라인 전용몰,2018.09,191479
965,기타,온·오프라인 병행몰,2018.09,28961
966,컴퓨터 및 주변기기,온라인 전용몰,2018.1,332927
967,컴퓨터 및 주변기기,온·오프라인 병행몰,2018.1,86817
968,가전·전자·통신기기,온라인 전용몰,2018.1,757981
969,가전·전자·통신기기,온·오프라인 병행몰,2018.1,231540
970,서적,온라인 전용몰,2018.1,43785
971,서적,온·오프라인 병행몰,2018.1,87959
972,사무·문구,온라인 전용몰,2018.1,55856
973,사무·문구,온·오프라인 병행몰,2018.1,15260
974,의복,온라인 전용몰,2018.1,918226
975,의복,온·오프라인 병행몰,2018.1,432681
976,신발,온라인 전용몰,2018.1,104312
977,신발,온·오프라인 병행몰,2018.1,59923
978,가방,온라인 전용몰,2018.1,123613
979,가방,온·오프라인 병행몰,2018.1,61124
980,패션용품 및 액세서리,온라인 전용몰,2018.1,103353
981,패션용품 및 액세서리,온·오프라인 병행몰,2018.1,79294
982,스포츠·레저용품,온라인 전용몰,2018.1,314089
983,스포츠·레저용품,온·오프라인 병행몰,2018.1,75235
984,화장품,온라인 전용몰,2018.1,277822
985,화장품,온·오프라인 병행몰,2018.1,616465
986,아동·유아용품,온라인 전용몰,2018.1,264141
987,아동·유아용품,온·오프라인 병행몰,2018.1,44721
988,음·식료품,온라인 전용몰,2018.1,599709
989,음·식료품,온·오프라인 병행몰,2018.1,310698
990,농축수산물,온라인 전용몰,2018.1,141896
991,농축수산물,온·오프라인 병행몰,2018.1,96164
992,생활용품,온라인 전용몰,2018.1,608691
993,생활용품,온·오프라인 병행몰,2018.1,180014
994,자동차 및 자동차용품,온라인 전용몰,2018.1,82658
995,자동차 및 자동차용품,온·오프라인 병행몰,2018.1,5586
996,가구,온라인 전용몰,2018.1,202725
997,가구,온·오프라인 병행몰,2018.1,93949
998,애완용품,온라인 전용몰,2018.1,64591
999,애완용품,온·오프라인 병행몰,2018.1,5075
1000,여행 및 교통서비스,온라인 전용몰,2018.1,548156
1001,여행 및 교통서비스,온·오프라인 병행몰,2018.1,781050
1002,문화 및 레저서비스,온라인 전용몰,2018.1,121792
1003,문화 및 레저서비스,온·오프라인 병행몰,2018.1,64688
1004,이쿠폰서비스,온라인 전용몰,2018.1,200012
1005,이쿠폰서비스,온·오프라인 병행몰,2018.1,2721
1006,음식서비스,온라인 전용몰,2018.1,474130
1007,음식서비스,온·오프라인 병행몰,2018.1,28326
1008,기타서비스,온라인 전용몰,2018.1,49651
1009,기타서비스,온·오프라인 병행몰,2018.1,25872
1010,기타,온라인 전용몰,2018.1,206133
1011,기타,온·오프라인 병행몰,2018.1,35030
1012,컴퓨터 및 주변기기,온라인 전용몰,2018.11,376226
1013,컴퓨터 및 주변기기,온·오프라인 병행몰,2018.11,91940
1014,가전·전자·통신기기,온라인 전용몰,2018.11,916145
1015,가전·전자·통신기기,온·오프라인 병행몰,2018.11,266210
1016,서적,온라인 전용몰,2018.11,52867
1017,서적,온·오프라인 병행몰,2018.11,89539
1018,사무·문구,온라인 전용몰,2018.11,58784
1019,사무·문구,온·오프라인 병행몰,2018.11,17580
1020,의복,온라인 전용몰,2018.11,1015913
1021,의복,온·오프라인 병행몰,2018.11,466279
1022,신발,온라인 전용몰,2018.11,121707
1023,신발,온·오프라인 병행몰,2018.11,66680
1024,가방,온라인 전용몰,2018.11,123770
1025,가방,온·오프라인 병행몰,2018.11,56266
1026,패션용품 및 액세서리,온라인 전용몰,2018.11,110762
1027,패션용품 및 액세서리,온·오프라인 병행몰,2018.11,81399
1028,스포츠·레저용품,온라인 전용몰,2018.11,299220
1029,스포츠·레저용품,온·오프라인 병행몰,2018.11,74652
1030,화장품,온라인 전용몰,2018.11,300975
1031,화장품,온·오프라인 병행몰,2018.11,610591
1032,아동·유아용품,온라인 전용몰,2018.11,264107
1033,아동·유아용품,온·오프라인 병행몰,2018.11,45965
1034,음·식료품,온라인 전용몰,2018.11,626843
1035,음·식료품,온·오프라인 병행몰,2018.11,300825
1036,농축수산물,온라인 전용몰,2018.11,159634
1037,농축수산물,온·오프라인 병행몰,2018.11,97034
1038,생활용품,온라인 전용몰,2018.11,629514
1039,생활용품,온·오프라인 병행몰,2018.11,170335
1040,자동차 및 자동차용품,온라인 전용몰,2018.11,86956
1041,자동차 및 자동차용품,온·오프라인 병행몰,2018.11,11143
1042,가구,온라인 전용몰,2018.11,205210
1043,가구,온·오프라인 병행몰,2018.11,90531
1044,애완용품,온라인 전용몰,2018.11,63212
1045,애완용품,온·오프라인 병행몰,2018.11,5089
1046,여행 및 교통서비스,온라인 전용몰,2018.11,518686
1047,여행 및 교통서비스,온·오프라인 병행몰,2018.11,777747
1048,문화 및 레저서비스,온라인 전용몰,2018.11,121191
1049,문화 및 레저서비스,온·오프라인 병행몰,2018.11,65820
1050,이쿠폰서비스,온라인 전용몰,2018.11,236887
1051,이쿠폰서비스,온·오프라인 병행몰,2018.11,2298
1052,음식서비스,온라인 전용몰,2018.11,480989
1053,음식서비스,온·오프라인 병행몰,2018.11,29507
1054,기타서비스,온라인 전용몰,2018.11,49772
1055,기타서비스,온·오프라인 병행몰,2018.11,25448
1056,기타,온라인 전용몰,2018.11,275160
1057,기타,온·오프라인 병행몰,2018.11,36735
1058,컴퓨터 및 주변기기,온라인 전용몰,2018.12,383589
1059,컴퓨터 및 주변기기,온·오프라인 병행몰,2018.12,117772
1060,가전·전자·통신기기,온라인 전용몰,2018.12,811170
1061,가전·전자·통신기기,온·오프라인 병행몰,2018.12,232775
1062,서적,온라인 전용몰,2018.12,57983
1063,서적,온·오프라인 병행몰,2018.12,110517
1064,사무·문구,온라인 전용몰,2018.12,69310
1065,사무·문구,온·오프라인 병행몰,2018.12,20433
1066,의복,온라인 전용몰,2018.12,919459
1067,의복,온·오프라인 병행몰,2018.12,471085
1068,신발,온라인 전용몰,2018.12,121508
1069,신발,온·오프라인 병행몰,2018.12,57728
1070,가방,온라인 전용몰,2018.12,136180
1071,가방,온·오프라인 병행몰,2018.12,65141
1072,패션용품 및 액세서리,온라인 전용몰,2018.12,129371
1073,패션용품 및 액세서리,온·오프라인 병행몰,2018.12,91432
1074,스포츠·레저용품,온라인 전용몰,2018.12,273590
1075,스포츠·레저용품,온·오프라인 병행몰,2018.12,59285
1076,화장품,온라인 전용몰,2018.12,296435
1077,화장품,온·오프라인 병행몰,2018.12,576812
1078,아동·유아용품,온라인 전용몰,2018.12,335515
1079,아동·유아용품,온·오프라인 병행몰,2018.12,58059
1080,음·식료품,온라인 전용몰,2018.12,613748
1081,음·식료품,온·오프라인 병행몰,2018.12,311861
1082,농축수산물,온라인 전용몰,2018.12,154887
1083,농축수산물,온·오프라인 병행몰,2018.12,99671
1084,생활용품,온라인 전용몰,2018.12,625518
1085,생활용품,온·오프라인 병행몰,2018.12,162303
1086,자동차 및 자동차용품,온라인 전용몰,2018.12,86266
1087,자동차 및 자동차용품,온·오프라인 병행몰,2018.12,8402
1088,가구,온라인 전용몰,2018.12,201937
1089,가구,온·오프라인 병행몰,2018.12,78138
1090,애완용품,온라인 전용몰,2018.12,63289
1091,애완용품,온·오프라인 병행몰,2018.12,4788
1092,여행 및 교통서비스,온라인 전용몰,2018.12,579779
1093,여행 및 교통서비스,온·오프라인 병행몰,2018.12,816940
1094,문화 및 레저서비스,온라인 전용몰,2018.12,110089
1095,문화 및 레저서비스,온·오프라인 병행몰,2018.12,86660
1096,이쿠폰서비스,온라인 전용몰,2018.12,265231
1097,이쿠폰서비스,온·오프라인 병행몰,2018.12,2522
1098,음식서비스,온라인 전용몰,2018.12,592989
1099,음식서비스,온·오프라인 병행몰,2018.12,37360
1100,기타서비스,온라인 전용몰,2018.12,50929
1101,기타서비스,온·오프라인 병행몰,2018.12,27261
1102,기타,온라인 전용몰,2018.12,279975
1103,기타,온·오프라인 병행몰,2018.12,34009
1104,컴퓨터 및 주변기기,온라인 전용몰,2019.01,436313
1105,컴퓨터 및 주변기기,온·오프라인 병행몰,2019.01,125200
1106,가전·전자·통신기기,온라인 전용몰,2019.01,798938
1107,가전·전자·통신기기,온·오프라인 병행몰,2019.01,264142
1108,서적,온라인 전용몰,2019.01,60573
1109,서적,온·오프라인 병행몰,2019.01,113376
1110,사무·문구,온라인 전용몰,2019.01,61798
1111,사무·문구,온·오프라인 병행몰,2019.01,17966
1112,의복,온라인 전용몰,2019.01,759092
1113,의복,온·오프라인 병행몰,2019.01,348229
1114,신발,온라인 전용몰,2019.01,93192
1115,신발,온·오프라인 병행몰,2019.01,66453
1116,가방,온라인 전용몰,2019.01,133080
1117,가방,온·오프라인 병행몰,2019.01,69209
1118,패션용품 및 액세서리,온라인 전용몰,2019.01,101938
1119,패션용품 및 액세서리,온·오프라인 병행몰,2019.01,89333
1120,스포츠·레저용품,온라인 전용몰,2019.01,227521
1121,스포츠·레저용품,온·오프라인 병행몰,2019.01,47911
1122,화장품,온라인 전용몰,2019.01,314505
1123,화장품,온·오프라인 병행몰,2019.01,586843
1124,아동·유아용품,온라인 전용몰,2019.01,265334
1125,아동·유아용품,온·오프라인 병행몰,2019.01,48344
1126,음·식료품,온라인 전용몰,2019.01,798129
1127,음·식료품,온·오프라인 병행몰,2019.01,395223
1128,농축수산물,온라인 전용몰,2019.01,250610
1129,농축수산물,온·오프라인 병행몰,2019.01,162662
1130,생활용품,온라인 전용몰,2019.01,641231
1131,생활용품,온·오프라인 병행몰,2019.01,190538
1132,자동차 및 자동차용품,온라인 전용몰,2019.01,90515
1133,자동차 및 자동차용품,온·오프라인 병행몰,2019.01,5953
1134,가구,온라인 전용몰,2019.01,207464
1135,가구,온·오프라인 병행몰,2019.01,77238
1136,애완용품,온라인 전용몰,2019.01,67675
1137,애완용품,온·오프라인 병행몰,2019.01,5143
1138,여행 및 교통서비스,온라인 전용몰,2019.01,615908
1139,여행 및 교통서비스,온·오프라인 병행몰,2019.01,922730
1140,문화 및 레저서비스,온라인 전용몰,2019.01,89292
1141,문화 및 레저서비스,온·오프라인 병행몰,2019.01,78421
1142,이쿠폰서비스,온라인 전용몰,2019.01,234625
1143,이쿠폰서비스,온·오프라인 병행몰,2019.01,5497
1144,음식서비스,온라인 전용몰,2019.01,587627
1145,음식서비스,온·오프라인 병행몰,2019.01,34281
1146,기타서비스,온라인 전용몰,2019.01,60993
1147,기타서비스,온·오프라인 병행몰,2019.01,36809
1148,기타,온라인 전용몰,2019.01,181164
1149,기타,온·오프라인 병행몰,2019.01,42775
1150,컴퓨터 및 주변기기,온라인 전용몰,2019.02,426984
1151,컴퓨터 및 주변기기,온·오프라인 병행몰,2019.02,115485
1152,가전·전자·통신기기,온라인 전용몰,2019.02,751814
1153,가전·전자·통신기기,온·오프라인 병행몰,2019.02,230245
1154,서적,온라인 전용몰,2019.02,56601
1155,서적,온·오프라인 병행몰,2019.02,97716
1156,사무·문구,온라인 전용몰,2019.02,54979
1157,사무·문구,온·오프라인 병행몰,2019.02,16229
1158,의복,온라인 전용몰,2019.02,653904
1159,의복,온·오프라인 병행몰,2019.02,305839
1160,신발,온라인 전용몰,2019.02,93309
1161,신발,온·오프라인 병행몰,2019.02,63122
1162,가방,온라인 전용몰,2019.02,140042
1163,가방,온·오프라인 병행몰,2019.02,71893
1164,패션용품 및 액세서리,온라인 전용몰,2019.02,91242
1165,패션용품 및 액세서리,온·오프라인 병행몰,2019.02,94021
1166,스포츠·레저용품,온라인 전용몰,2019.02,207825
1167,스포츠·레저용품,온·오프라인 병행몰,2019.02,44115
1168,화장품,온라인 전용몰,2019.02,276135
1169,화장품,온·오프라인 병행몰,2019.02,586937
1170,아동·유아용품,온라인 전용몰,2019.02,244030
1171,아동·유아용품,온·오프라인 병행몰,2019.02,42389
1172,음·식료품,온라인 전용몰,2019.02,581090
1173,음·식료품,온·오프라인 병행몰,2019.02,286343
1174,농축수산물,온라인 전용몰,2019.02,145053
1175,농축수산물,온·오프라인 병행몰,2019.02,86066
1176,생활용품,온라인 전용몰,2019.02,579050
1177,생활용품,온·오프라인 병행몰,2019.02,156601
1178,자동차 및 자동차용품,온라인 전용몰,2019.02,74229
1179,자동차 및 자동차용품,온·오프라인 병행몰,2019.02,5628
1180,가구,온라인 전용몰,2019.02,204528
1181,가구,온·오프라인 병행몰,2019.02,69173
1182,애완용품,온라인 전용몰,2019.02,59882
1183,애완용품,온·오프라인 병행몰,2019.02,5450
1184,여행 및 교통서비스,온라인 전용몰,2019.02,579848
1185,여행 및 교통서비스,온·오프라인 병행몰,2019.02,837584
1186,문화 및 레저서비스,온라인 전용몰,2019.02,84823
1187,문화 및 레저서비스,온·오프라인 병행몰,2019.02,98113
1188,이쿠폰서비스,온라인 전용몰,2019.02,230147
1189,이쿠폰서비스,온·오프라인 병행몰,2019.02,3962
1190,음식서비스,온라인 전용몰,2019.02,584917
1191,음식서비스,온·오프라인 병행몰,2019.02,30046
1192,기타서비스,온라인 전용몰,2019.02,43066
1193,기타서비스,온·오프라인 병행몰,2019.02,34820
1194,기타,온라인 전용몰,2019.02,195424
1195,기타,온·오프라인 병행몰,2019.02,26174
1196,컴퓨터 및 주변기기,온라인 전용몰,2019.03,418155
1197,컴퓨터 및 주변기기,온·오프라인 병행몰,2019.03,114341
1198,가전·전자·통신기기,온라인 전용몰,2019.03,997448
1199,가전·전자·통신기기,온·오프라인 병행몰,2019.03,327436
1200,서적,온라인 전용몰,2019.03,64487
1201,서적,온·오프라인 병행몰,2019.03,132254
1202,사무·문구,온라인 전용몰,2019.03,65119
1203,사무·문구,온·오프라인 병행몰,2019.03,16622
1204,의복,온라인 전용몰,2019.03,846967
1205,의복,온·오프라인 병행몰,2019.03,391268
1206,신발,온라인 전용몰,2019.03,125838
1207,신발,온·오프라인 병행몰,2019.03,80973
1208,가방,온라인 전용몰,2019.03,155774
1209,가방,온·오프라인 병행몰,2019.03,74309
1210,패션용품 및 액세서리,온라인 전용몰,2019.03,109711
1211,패션용품 및 액세서리,온·오프라인 병행몰,2019.03,101566
1212,스포츠·레저용품,온라인 전용몰,2019.03,278549
1213,스포츠·레저용품,온·오프라인 병행몰,2019.03,53111
1214,화장품,온라인 전용몰,2019.03,301852
1215,화장품,온·오프라인 병행몰,2019.03,723868
1216,아동·유아용품,온라인 전용몰,2019.03,291518
1217,아동·유아용품,온·오프라인 병행몰,2019.03,46035
1218,음·식료품,온라인 전용몰,2019.03,693083
1219,음·식료품,온·오프라인 병행몰,2019.03,334188
1220,농축수산물,온라인 전용몰,2019.03,169703
1221,농축수산물,온·오프라인 병행몰,2019.03,108701
1222,생활용품,온라인 전용몰,2019.03,692268
1223,생활용품,온·오프라인 병행몰,2019.03,176924
1224,자동차 및 자동차용품,온라인 전용몰,2019.03,96767
1225,자동차 및 자동차용품,온·오프라인 병행몰,2019.03,10126
1226,가구,온라인 전용몰,2019.03,231832
1227,가구,온·오프라인 병행몰,2019.03,77676
1228,애완용품,온라인 전용몰,2019.03,67440
1229,애완용품,온·오프라인 병행몰,2019.03,5703
1230,여행 및 교통서비스,온라인 전용몰,2019.03,550110
1231,여행 및 교통서비스,온·오프라인 병행몰,2019.03,829651
1232,문화 및 레저서비스,온라인 전용몰,2019.03,107793
1233,문화 및 레저서비스,온·오프라인 병행몰,2019.03,68292
1234,이쿠폰서비스,온라인 전용몰,2019.03,253324
1235,이쿠폰서비스,온·오프라인 병행몰,2019.03,4220
1236,음식서비스,온라인 전용몰,2019.03,664510
1237,음식서비스,온·오프라인 병행몰,2019.03,29999
1238,기타서비스,온라인 전용몰,2019.03,42941
1239,기타서비스,온·오프라인 병행몰,2019.03,36045
1240,기타,온라인 전용몰,2019.03,296110
1241,기타,온·오프라인 병행몰,2019.03,31632
1242,컴퓨터 및 주변기기,온라인 전용몰,2019.04,360529
1243,컴퓨터 및 주변기기,온·오프라인 병행몰,2019.04,108640
1244,가전·전자·통신기기,온라인 전용몰,2019.04,846372
1245,가전·전자·통신기기,온·오프라인 병행몰,2019.04,287854
1246,서적,온라인 전용몰,2019.04,51414
1247,서적,온·오프라인 병행몰,2019.04,96495
1248,사무·문구,온라인 전용몰,2019.04,63303
1249,사무·문구,온·오프라인 병행몰,2019.04,17335
1250,의복,온라인 전용몰,2019.04,820246
1251,의복,온·오프라인 병행몰,2019.04,383838
1252,신발,온라인 전용몰,2019.04,123636
1253,신발,온·오프라인 병행몰,2019.04,80535
1254,가방,온라인 전용몰,2019.04,149705
1255,가방,온·오프라인 병행몰,2019.04,68935
1256,패션용품 및 액세서리,온라인 전용몰,2019.04,114434
1257,패션용품 및 액세서리,온·오프라인 병행몰,2019.04,99087
1258,스포츠·레저용품,온라인 전용몰,2019.04,304534
1259,스포츠·레저용품,온·오프라인 병행몰,2019.04,56550
1260,화장품,온라인 전용몰,2019.04,304602
1261,화장품,온·오프라인 병행몰,2019.04,659118
1262,아동·유아용품,온라인 전용몰,2019.04,307973
1263,아동·유아용품,온·오프라인 병행몰,2019.04,46254
1264,음·식료품,온라인 전용몰,2019.04,715363
1265,음·식료품,온·오프라인 병행몰,2019.04,343490
1266,농축수산물,온라인 전용몰,2019.04,179474
1267,농축수산물,온·오프라인 병행몰,2019.04,106816
1268,생활용품,온라인 전용몰,2019.04,660854
1269,생활용품,온·오프라인 병행몰,2019.04,161029
1270,자동차 및 자동차용품,온라인 전용몰,2019.04,92150
1271,자동차 및 자동차용품,온·오프라인 병행몰,2019.04,5266
1272,가구,온라인 전용몰,2019.04,215146
1273,가구,온·오프라인 병행몰,2019.04,73119
1274,애완용품,온라인 전용몰,2019.04,70250
1275,애완용품,온·오프라인 병행몰,2019.04,5674
1276,여행 및 교통서비스,온라인 전용몰,2019.04,570312
1277,여행 및 교통서비스,온·오프라인 병행몰,2019.04,824746
1278,문화 및 레저서비스,온라인 전용몰,2019.04,121497
1279,문화 및 레저서비스,온·오프라인 병행몰,2019.04,78537
1280,이쿠폰서비스,온라인 전용몰,2019.04,222660
1281,이쿠폰서비스,온·오프라인 병행몰,2019.04,4138
1282,음식서비스,온라인 전용몰,2019.04,656802
1283,음식서비스,온·오프라인 병행몰,2019.04,29518
1284,기타서비스,온라인 전용몰,2019.04,42187
1285,기타서비스,온·오프라인 병행몰,2019.04,37408
1286,기타,온라인 전용몰,2019.04,162335
1287,기타,온·오프라인 병행몰,2019.04,33622
1288,컴퓨터 및 주변기기,온라인 전용몰,2019.05,350686
1289,컴퓨터 및 주변기기,온·오프라인 병행몰,2019.05,89422
1290,가전·전자·통신기기,온라인 전용몰,2019.05,987212
1291,가전·전자·통신기기,온·오프라인 병행몰,2019.05,308952
1292,서적,온라인 전용몰,2019.05,50401
1293,서적,온·오프라인 병행몰,2019.05,82921
1294,사무·문구,온라인 전용몰,2019.05,56306
