,상품군별(1),운영형태별(1),날짜,거래액
2715,컴퓨터 및 주변기기,온·오프라인 병행몰,2021.12,238831
2716,가전·전자·통신기기,온라인 전용몰,2021.12,1460291
2717,가전·전자·통신기기,온·오프라인 병행몰,2021.12,299104
2718,서적,온라인 전용몰,2021.12,109103
2719,서적,온·오프라인 병행몰,2021.12,149291
2720,사무·문구,온라인 전용몰,2021.12,166087
2721,사무·문구,온·오프라인 병행몰,2021.12,27774
2722,의복,온라인 전용몰,2021.12,1198746
2723,의복,온·오프라인 병행몰,2021.12,697144
2724,신발,온라인 전용몰,2021.12,197853
2725,신발,온·오프라인 병행몰,2021.12,143999
2726,가방,온라인 전용몰,2021.12,163639
2727,가방,온·오프라인 병행몰,2021.12,68131
2728,패션용품 및 액세서리,온라인 전용몰,2021.12,273810
2729,패션용품 및 액세서리,온·오프라인 병행몰,2021.12,99842
2730,스포츠·레저용품,온라인 전용몰,2021.12,412195
2731,스포츠·레저용품,온·오프라인 병행몰,2021.12,92581
2732,화장품,온라인 전용몰,2021.12,600486
2733,화장품,온·오프라인 병행몰,2021.12,419414
2734,아동·유아용품,온라인 전용몰,2021.12,504162
2735,아동·유아용품,온·오프라인 병행몰,2021.12,40732
2736,음·식료품,온라인 전용몰,2021.12,1673521
2737,음·식료품,온·오프라인 병행몰,2021.12,388498
2738,농축수산물,온라인 전용몰,2021.12,673947
2739,농축수산물,온·오프라인 병행몰,2021.12,103607
2740,생활용품,온라인 전용몰,2021.12,1275469
2741,생활용품,온·오프라인 병행몰,2021.12,169503
2742,자동차 및 자동차용품,온라인 전용몰,2021.12,141310
2743,자동차 및 자동차용품,온·오프라인 병행몰,2021.12,145075
2744,가구,온라인 전용몰,2021.12,412721
2745,가구,온·오프라인 병행몰,2021.12,66398
2746,애완용품,온라인 전용몰,2021.12,174145
2747,애완용품,온·오프라인 병행몰,2021.12,9962
2748,여행 및 교통서비스,온라인 전용몰,2021.12,484526
2749,여행 및 교통서비스,온·오프라인 병행몰,2021.12,482699
2750,문화 및 레저서비스,온라인 전용몰,2021.12,68226
2751,문화 및 레저서비스,온·오프라인 병행몰,2021.12,65710
2752,이쿠폰서비스,온라인 전용몰,2021.12,646665
2753,이쿠폰서비스,온·오프라인 병행몰,2021.12,1285
2754,음식서비스,온라인 전용몰,2021.12,2431217
2755,음식서비스,온·오프라인 병행몰,2021.12,66681
2756,기타서비스,온라인 전용몰,2021.12,90791
2757,기타서비스,온·오프라인 병행몰,2021.12,60603
2758,기타,온라인 전용몰,2021.12,291355
2759,기타,온·오프라인 병행몰,2021.12,38745
2760,컴퓨터 및 주변기기,온라인 전용몰,2022.01,646775
2761,컴퓨터 및 주변기기,온·오프라인 병행몰,2022.01,211529
2762,가전·전자·통신기기,온라인 전용몰,2022.01,1310865
2763,가전·전자·통신기기,온·오프라인 병행몰,2022.01,333786
2764,서적,온라인 전용몰,2022.01,105328
2765,서적,온·오프라인 병행몰,2022.01,138350
2766,사무·문구,온라인 전용몰,2022.01,116787
2767,사무·문구,온·오프라인 병행몰,2022.01,25076
2768,의복,온라인 전용몰,2022.01,868973
2769,의복,온·오프라인 병행몰,2022.01,481613
2770,신발,온라인 전용몰,2022.01,146259
2771,신발,온·오프라인 병행몰,2022.01,116530
2772,가방,온라인 전용몰,2022.01,157498
2773,가방,온·오프라인 병행몰,2022.01,69897
2774,패션용품 및 액세서리,온라인 전용몰,2022.01,215574
2775,패션용품 및 액세서리,온·오프라인 병행몰,2022.01,96519
2776,스포츠·레저용품,온라인 전용몰,2022.01,329598
2777,스포츠·레저용품,온·오프라인 병행몰,2022.01,65460
2778,화장품,온라인 전용몰,2022.01,597218
2779,화장품,온·오프라인 병행몰,2022.01,332803
2780,아동·유아용품,온라인 전용몰,2022.01,361503
2781,아동·유아용품,온·오프라인 병행몰,2022.01,31455
2782,음·식료품,온라인 전용몰,2022.01,1864586
2783,음·식료품,온·오프라인 병행몰,2022.01,460302
2784,농축수산물,온라인 전용몰,2022.01,844553
2785,농축수산물,온·오프라인 병행몰,2022.01,189283
2786,생활용품,온라인 전용몰,2022.01,1173108
2787,생활용품,온·오프라인 병행몰,2022.01,170374
2788,자동차 및 자동차용품,온라인 전용몰,2022.01,111357
2789,자동차 및 자동차용품,온·오프라인 병행몰,2022.01,138416
2790,가구,온라인 전용몰,2022.01,378862
2791,가구,온·오프라인 병행몰,2022.01,64585
2792,애완용품,온라인 전용몰,2022.01,167937
2793,애완용품,온·오프라인 병행몰,2022.01,9795
2794,여행 및 교통서비스,온라인 전용몰,2022.01,432031
2795,여행 및 교통서비스,온·오프라인 병행몰,2022.01,485421
2796,문화 및 레저서비스,온라인 전용몰,2022.01,77791
2797,문화 및 레저서비스,온·오프라인 병행몰,2022.01,44169
2798,이쿠폰서비스,온라인 전용몰,2022.01,605064
2799,이쿠폰서비스,온·오프라인 병행몰,2022.01,2766
2800,음식서비스,온라인 전용몰,2022.01,2366740
2801,음식서비스,온·오프라인 병행몰,2022.01,64907
2802,기타서비스,온라인 전용몰,2022.01,84421
2803,기타서비스,온·오프라인 병행몰,2022.01,62914
2804,기타,온라인 전용몰,2022.01,270657
2805,기타,온·오프라인 병행몰,2022.01,26340
2806,컴퓨터 및 주변기기,온라인 전용몰,2022.02,731236
2807,컴퓨터 및 주변기기,온·오프라인 병행몰,2022.02,213064
2808,가전·전자·통신기기,온라인 전용몰,2022.02,1471129
2809,가전·전자·통신기기,온·오프라인 병행몰,2022.02,326341
2810,서적,온라인 전용몰,2022.02,104710
2811,서적,온·오프라인 병행몰,2022.02,125871
2812,사무·문구,온라인 전용몰,2022.02,119484
2813,사무·문구,온·오프라인 병행몰,2022.02,20389
2814,의복,온라인 전용몰,2022.02,755678
2815,의복,온·오프라인 병행몰,2022.02,447994
2816,신발,온라인 전용몰,2022.02,142269
2817,신발,온·오프라인 병행몰,2022.02,111979
2818,가방,온라인 전용몰,2022.02,159970
2819,가방,온·오프라인 병행몰,2022.02,70901
2820,패션용품 및 액세서리,온라인 전용몰,2022.02,201881
2821,패션용품 및 액세서리,온·오프라인 병행몰,2022.02,86787
2822,스포츠·레저용품,온라인 전용몰,2022.02,304976
2823,스포츠·레저용품,온·오프라인 병행몰,2022.02,64575
2824,화장품,온라인 전용몰,2022.02,553445
2825,화장품,온·오프라인 병행몰,2022.02,358621
2826,아동·유아용품,온라인 전용몰,2022.02,360247
2827,아동·유아용품,온·오프라인 병행몰,2022.02,29212
2828,음·식료품,온라인 전용몰,2022.02,1585479
2829,음·식료품,온·오프라인 병행몰,2022.02,381007
2830,농축수산물,온라인 전용몰,2022.02,576131
2831,농축수산물,온·오프라인 병행몰,2022.02,90124
2832,생활용품,온라인 전용몰,2022.02,1171594
2833,생활용품,온·오프라인 병행몰,2022.02,154581
2834,자동차 및 자동차용품,온라인 전용몰,2022.02,102815
2835,자동차 및 자동차용품,온·오프라인 병행몰,2022.02,136413
2836,가구,온라인 전용몰,2022.02,406680
2837,가구,온·오프라인 병행몰,2022.02,65159
2838,애완용품,온라인 전용몰,2022.02,159186
2839,애완용품,온·오프라인 병행몰,2022.02,9485
2840,여행 및 교통서비스,온라인 전용몰,2022.02,385949
2841,여행 및 교통서비스,온·오프라인 병행몰,2022.02,383792
2842,문화 및 레저서비스,온라인 전용몰,2022.02,54160
2843,문화 및 레저서비스,온·오프라인 병행몰,2022.02,30939
2844,이쿠폰서비스,온라인 전용몰,2022.02,541000
2845,이쿠폰서비스,온·오프라인 병행몰,2022.02,1563
2846,음식서비스,온라인 전용몰,2022.02,2220040
2847,음식서비스,온·오프라인 병행몰,2022.02,61397
2848,기타서비스,온라인 전용몰,2022.02,115451
2849,기타서비스,온·오프라인 병행몰,2022.02,46463
2850,기타,온라인 전용몰,2022.02,280236
2851,기타,온·오프라인 병행몰,2022.02,28797
2852,컴퓨터 및 주변기기,온라인 전용몰,2022.03,677998
2853,컴퓨터 및 주변기기,온·오프라인 병행몰,2022.03,218372
2854,가전·전자·통신기기,온라인 전용몰,2022.03,1299218
2855,가전·전자·통신기기,온·오프라인 병행몰,2022.03,355519
2856,서적,온라인 전용몰,2022.03,120194
2857,서적,온·오프라인 병행몰,2022.03,171065
2858,사무·문구,온라인 전용몰,2022.03,133439
2859,사무·문구,온·오프라인 병행몰,2022.03,18781
2860,의복,온라인 전용몰,2022.03,1023318
2861,의복,온·오프라인 병행몰,2022.03,606032
2862,신발,온라인 전용몰,2022.03,182140
2863,신발,온·오프라인 병행몰,2022.03,146936
2864,가방,온라인 전용몰,2022.03,161367
2865,가방,온·오프라인 병행몰,2022.03,83362
2866,패션용품 및 액세서리,온라인 전용몰,2022.03,215988
2867,패션용품 및 액세서리,온·오프라인 병행몰,2022.03,81014
2868,스포츠·레저용품,온라인 전용몰,2022.03,396859
2869,스포츠·레저용품,온·오프라인 병행몰,2022.03,84190
2870,화장품,온라인 전용몰,2022.03,574777
2871,화장품,온·오프라인 병행몰,2022.03,430768
2872,아동·유아용품,온라인 전용몰,2022.03,404632
2873,아동·유아용품,온·오프라인 병행몰,2022.03,37785
2874,음·식료품,온라인 전용몰,2022.03,1849448
2875,음·식료품,온·오프라인 병행몰,2022.03,431523
2876,농축수산물,온라인 전용몰,2022.03,681857
2877,농축수산물,온·오프라인 병행몰,2022.03,138224
2878,생활용품,온라인 전용몰,2022.03,1286898
2879,생활용품,온·오프라인 병행몰,2022.03,165298
2880,자동차 및 자동차용품,온라인 전용몰,2022.03,125051
2881,자동차 및 자동차용품,온·오프라인 병행몰,2022.03,303152
2882,가구,온라인 전용몰,2022.03,411914
2883,가구,온·오프라인 병행몰,2022.03,67292
2884,애완용품,온라인 전용몰,2022.03,177755
2885,애완용품,온·오프라인 병행몰,2022.03,10155
2886,여행 및 교통서비스,온라인 전용몰,2022.03,412621
2887,여행 및 교통서비스,온·오프라인 병행몰,2022.03,505093
2888,문화 및 레저서비스,온라인 전용몰,2022.03,79007
2889,문화 및 레저서비스,온·오프라인 병행몰,2022.03,32263
2890,이쿠폰서비스,온라인 전용몰,2022.03,580263
2891,이쿠폰서비스,온·오프라인 병행몰,2022.03,1724
2892,음식서비스,온라인 전용몰,2022.03,2352981
2893,음식서비스,온·오프라인 병행몰,2022.03,68275
2894,기타서비스,온라인 전용몰,2022.03,136783
2895,기타서비스,온·오프라인 병행몰,2022.03,46647
2896,기타,온라인 전용몰,2022.03,286909
2897,기타,온·오프라인 병행몰,2022.03,33247
2898,컴퓨터 및 주변기기,온라인 전용몰,2022.04,562126
2899,컴퓨터 및 주변기기,온·오프라인 병행몰,2022.04,153501
2900,가전·전자·통신기기,온라인 전용몰,2022.04,1251212
2901,가전·전자·통신기기,온·오프라인 병행몰,2022.04,298323
2902,서적,온라인 전용몰,2022.04,87887
2903,서적,온·오프라인 병행몰,2022.04,124055
2904,사무·문구,온라인 전용몰,2022.04,126923
2905,사무·문구,온·오프라인 병행몰,2022.04,19620
2906,의복,온라인 전용몰,2022.04,1090842
2907,의복,온·오프라인 병행몰,2022.04,629681
2908,신발,온라인 전용몰,2022.04,195016
2909,신발,온·오프라인 병행몰,2022.04,145842
2910,가방,온라인 전용몰,2022.04,153853
2911,가방,온·오프라인 병행몰,2022.04,75694
2912,패션용품 및 액세서리,온라인 전용몰,2022.04,214009
2913,패션용품 및 액세서리,온·오프라인 병행몰,2022.04,80089
2914,스포츠·레저용품,온라인 전용몰,2022.04,458061
2915,스포츠·레저용품,온·오프라인 병행몰,2022.04,93176
2916,화장품,온라인 전용몰,2022.04,567796
2917,화장품,온·오프라인 병행몰,2022.04,346241
2918,아동·유아용품,온라인 전용몰,2022.04,432180
2919,아동·유아용품,온·오프라인 병행몰,2022.04,36915
2920,음·식료품,온라인 전용몰,2022.04,1732630
2921,음·식료품,온·오프라인 병행몰,2022.04,401011
2922,농축수산물,온라인 전용몰,2022.04,619592
2923,농축수산물,온·오프라인 병행몰,2022.04,122282
2924,생활용품,온라인 전용몰,2022.04,1188423
2925,생활용품,온·오프라인 병행몰,2022.04,142676
2926,자동차 및 자동차용품,온라인 전용몰,2022.04,147155
2927,자동차 및 자동차용품,온·오프라인 병행몰,2022.04,134143
2928,가구,온라인 전용몰,2022.04,361545
2929,가구,온·오프라인 병행몰,2022.04,60609
2930,애완용품,온라인 전용몰,2022.04,168159
2931,애완용품,온·오프라인 병행몰,2022.04,10721
2932,여행 및 교통서비스,온라인 전용몰,2022.04,589602
2933,여행 및 교통서비스,온·오프라인 병행몰,2022.04,698503
2934,문화 및 레저서비스,온라인 전용몰,2022.04,109282
2935,문화 및 레저서비스,온·오프라인 병행몰,2022.04,55813
2936,이쿠폰서비스,온라인 전용몰,2022.04,535528
2937,이쿠폰서비스,온·오프라인 병행몰,2022.04,2074
2938,음식서비스,온라인 전용몰,2022.04,2075356
2939,음식서비스,온·오프라인 병행몰,2022.04,61512
2940,기타서비스,온라인 전용몰,2022.04,121691
2941,기타서비스,온·오프라인 병행몰,2022.04,53062
2942,기타,온라인 전용몰,2022.04,279521
2943,기타,온·오프라인 병행몰,2022.04,30641
2944,컴퓨터 및 주변기기,온라인 전용몰,2022.05,585674
2945,컴퓨터 및 주변기기,온·오프라인 병행몰,2022.05,147217
2946,가전·전자·통신기기,온라인 전용몰,2022.05,1432026
2947,가전·전자·통신기기,온·오프라인 병행몰,2022.05,279015
2948,서적,온라인 전용몰,2022.05,90924
2949,서적,온·오프라인 병행몰,2022.05,110970
2950,사무·문구,온라인 전용몰,2022.05,113138
2951,사무·문구,온·오프라인 병행몰,2022.05,18747
2952,의복,온라인 전용몰,2022.05,1087592
2953,의복,온·오프라인 병행몰,2022.05,608729
2954,신발,온라인 전용몰,2022.05,205137
2955,신발,온·오프라인 병행몰,2022.05,164563
2956,가방,온라인 전용몰,2022.05,161919
2957,가방,온·오프라인 병행몰,2022.05,73205
2958,패션용품 및 액세서리,온라인 전용몰,2022.05,228641
2959,패션용품 및 액세서리,온·오프라인 병행몰,2022.05,91802
2960,스포츠·레저용품,온라인 전용몰,2022.05,498186
2961,스포츠·레저용품,온·오프라인 병행몰,2022.05,90087
2962,화장품,온라인 전용몰,2022.05,643009
2963,화장품,온·오프라인 병행몰,2022.05,338731
2964,아동·유아용품,온라인 전용몰,2022.05,422322
2965,아동·유아용품,온·오프라인 병행몰,2022.05,32387
2966,음·식료품,온라인 전용몰,2022.05,1776531
2967,음·식료품,온·오프라인 병행몰,2022.05,418193
2968,농축수산물,온라인 전용몰,2022.05,621482
2969,농축수산물,온·오프라인 병행몰,2022.05,114967
2970,생활용품,온라인 전용몰,2022.05,1225809
2971,생활용품,온·오프라인 병행몰,2022.05,145742
2972,자동차 및 자동차용품,온라인 전용몰,2022.05,124962
2973,자동차 및 자동차용품,온·오프라인 병행몰,2022.05,261656
2974,가구,온라인 전용몰,2022.05,371507
2975,가구,온·오프라인 병행몰,2022.05,56932
2976,애완용품,온라인 전용몰,2022.05,177170
2977,애완용품,온·오프라인 병행몰,2022.05,10089
2978,여행 및 교통서비스,온라인 전용몰,2022.05,655285
2979,여행 및 교통서비스,온·오프라인 병행몰,2022.05,858280
2980,문화 및 레저서비스,온라인 전용몰,2022.05,135527
2981,문화 및 레저서비스,온·오프라인 병행몰,2022.05,113365
2982,이쿠폰서비스,온라인 전용몰,2022.05,610049
2983,이쿠폰서비스,온·오프라인 병행몰,2022.05,1323
2984,음식서비스,온라인 전용몰,2022.05,2060477
2985,음식서비스,온·오프라인 병행몰,2022.05,58676
2986,기타서비스,온라인 전용몰,2022.05,113039
2987,기타서비스,온·오프라인 병행몰,2022.05,62433
2988,기타,온라인 전용몰,2022.05,288916
2989,기타,온·오프라인 병행몰,2022.05,23689
2990,컴퓨터 및 주변기기,온라인 전용몰,2022.06,491876
2991,컴퓨터 및 주변기기,온·오프라인 병행몰,2022.06,144949
2992,가전·전자·통신기기,온라인 전용몰,2022.06,1381282
2993,가전·전자·통신기기,온·오프라인 병행몰,2022.06,295560
2994,서적,온라인 전용몰,2022.06,76413
2995,서적,온·오프라인 병행몰,2022.06,103259
2996,사무·문구,온라인 전용몰,2022.06,110763
2997,사무·문구,온·오프라인 병행몰,2022.06,19710
2998,의복,온라인 전용몰,2022.06,998323
2999,의복,온·오프라인 병행몰,2022.06,583898
3000,신발,온라인 전용몰,2022.06,196484
3001,신발,온·오프라인 병행몰,2022.06,142337
3002,가방,온라인 전용몰,2022.06,150589
3003,가방,온·오프라인 병행몰,2022.06,74150
3004,패션용품 및 액세서리,온라인 전용몰,2022.06,222544
3005,패션용품 및 액세서리,온·오프라인 병행몰,2022.06,89528
3006,스포츠·레저용품,온라인 전용몰,2022.06,448209
3007,스포츠·레저용품,온·오프라인 병행몰,2022.06,70989
3008,화장품,온라인 전용몰,2022.06,582801
3009,화장품,온·오프라인 병행몰,2022.06,358699
3010,아동·유아용품,온라인 전용몰,2022.06,376391
3011,아동·유아용품,온·오프라인 병행몰,2022.06,28365
3012,음·식료품,온라인 전용몰,2022.06,1706089
3013,음·식료품,온·오프라인 병행몰,2022.06,395624
3014,농축수산물,온라인 전용몰,2022.06,599135
3015,농축수산물,온·오프라인 병행몰,2022.06,108841
3016,생활용품,온라인 전용몰,2022.06,1212846
3017,생활용품,온·오프라인 병행몰,2022.06,146782
3018,자동차 및 자동차용품,온라인 전용몰,2022.06,120661
3019,자동차 및 자동차용품,온·오프라인 병행몰,2022.06,339417
3020,가구,온라인 전용몰,2022.06,362778
3021,가구,온·오프라인 병행몰,2022.06,54708
3022,애완용품,온라인 전용몰,2022.06,177585
3023,애완용품,온·오프라인 병행몰,2022.06,10867
3024,여행 및 교통서비스,온라인 전용몰,2022.06,690616
3025,여행 및 교통서비스,온·오프라인 병행몰,2022.06,819847
3026,문화 및 레저서비스,온라인 전용몰,2022.06,182525
3027,문화 및 레저서비스,온·오프라인 병행몰,2022.06,124532
3028,이쿠폰서비스,온라인 전용몰,2022.06,499174
3029,이쿠폰서비스,온·오프라인 병행몰,2022.06,1258
3030,음식서비스,온라인 전용몰,2022.06,2056784
3031,음식서비스,온·오프라인 병행몰,2022.06,56704
3032,기타서비스,온라인 전용몰,2022.06,133170
3033,기타서비스,온·오프라인 병행몰,2022.06,54401
3034,기타,온라인 전용몰,2022.06,273866
3035,기타,온·오프라인 병행몰,2022.06,29420
3036,컴퓨터 및 주변기기,온라인 전용몰,2022.07,532913
3037,컴퓨터 및 주변기기,온·오프라인 병행몰,2022.07,164722
3038,가전·전자·통신기기,온라인 전용몰,2022.07,1460109
3039,가전·전자·통신기기,온·오프라인 병행몰,2022.07,306836
3040,서적,온라인 전용몰,2022.07,87197
3041,서적,온·오프라인 병행몰,2022.07,127053
3042,사무·문구,온라인 전용몰,2022.07,110210
3043,사무·문구,온·오프라인 병행몰,2022.07,20397
3044,의복,온라인 전용몰,2022.07,932669
3045,의복,온·오프라인 병행몰,2022.07,506887
3046,신발,온라인 전용몰,2022.07,179817
3047,신발,온·오프라인 병행몰,2022.07,124751
3048,가방,온라인 전용몰,2022.07,149399
3049,가방,온·오프라인 병행몰,2022.07,72056
3050,패션용품 및 액세서리,온라인 전용몰,2022.07,221446
3051,패션용품 및 액세서리,온·오프라인 병행몰,2022.07,93889
3052,스포츠·레저용품,온라인 전용몰,2022.07,463291
3053,스포츠·레저용품,온·오프라인 병행몰,2022.07,64946
3054,화장품,온라인 전용몰,2022.07,574841
3055,화장품,온·오프라인 병행몰,2022.07,279617
3056,아동·유아용품,온라인 전용몰,2022.07,382291
3057,아동·유아용품,온·오프라인 병행몰,2022.07,26267
3058,음·식료품,온라인 전용몰,2022.07,1751692
3059,음·식료품,온·오프라인 병행몰,2022.07,402012
3060,농축수산물,온라인 전용몰,2022.07,603633
3061,농축수산물,온·오프라인 병행몰,2022.07,112264
3062,생활용품,온라인 전용몰,2022.07,1227355
3063,생활용품,온·오프라인 병행몰,2022.07,144700
3064,자동차 및 자동차용품,온라인 전용몰,2022.07,136916
3065,자동차 및 자동차용품,온·오프라인 병행몰,2022.07,148141
3066,가구,온라인 전용몰,2022.07,352349
3067,가구,온·오프라인 병행몰,2022.07,54363
3068,애완용품,온라인 전용몰,2022.07,177762
3069,애완용품,온·오프라인 병행몰,2022.07,10728
3070,여행 및 교통서비스,온라인 전용몰,2022.07,808229
3071,여행 및 교통서비스,온·오프라인 병행몰,2022.07,855064
3072,문화 및 레저서비스,온라인 전용몰,2022.07,130822
3073,문화 및 레저서비스,온·오프라인 병행몰,2022.07,130103
3074,이쿠폰서비스,온라인 전용몰,2022.07,571311
3075,이쿠폰서비스,온·오프라인 병행몰,2022.07,2675
3076,음식서비스,온라인 전용몰,2022.07,2233555
3077,음식서비스,온·오프라인 병행몰,2022.07,62986
3078,기타서비스,온라인 전용몰,2022.07,143716
3079,기타서비스,온·오프라인 병행몰,2022.07,58736
3080,기타,온라인 전용몰,2022.07,301437
3081,기타,온·오프라인 병행몰,2022.07,30398
3082,컴퓨터 및 주변기기,온라인 전용몰,2022.08,562010
3083,컴퓨터 및 주변기기,온·오프라인 병행몰,2022.08,162619
3084,가전·전자·통신기기,온라인 전용몰,2022.08,1499900
3085,가전·전자·통신기기,온·오프라인 병행몰,2022.08,281424
3086,서적,온라인 전용몰,2022.08,96814
3087,서적,온·오프라인 병행몰,2022.08,124463
3088,사무·문구,온라인 전용몰,2022.08,114821
3089,사무·문구,온·오프라인 병행몰,2022.08,22261
3090,의복,온라인 전용몰,2022.08,796236
3091,의복,온·오프라인 병행몰,2022.08,451844
3092,신발,온라인 전용몰,2022.08,150315
3093,신발,온·오프라인 병행몰,2022.08,144122
3094,가방,온라인 전용몰,2022.08,155288
3095,가방,온·오프라인 병행몰,2022.08,80706
3096,패션용품 및 액세서리,온라인 전용몰,2022.08,207314
3097,패션용품 및 액세서리,온·오프라인 병행몰,2022.08,96324
3098,스포츠·레저용품,온라인 전용몰,2022.08,439171
3099,스포츠·레저용품,온·오프라인 병행몰,2022.08,59817
3100,화장품,온라인 전용몰,2022.08,592159
3101,화장품,온·오프라인 병행몰,2022.08,290534
3102,아동·유아용품,온라인 전용몰,2022.08,386994
3103,아동·유아용품,온·오프라인 병행몰,2022.08,26463
3104,음·식료품,온라인 전용몰,2022.08,2029542
3105,음·식료품,온·오프라인 병행몰,2022.08,486374
3106,농축수산물,온라인 전용몰,2022.08,739553
3107,농축수산물,온·오프라인 병행몰,2022.08,153542
3108,생활용품,온라인 전용몰,2022.08,1294519
3109,생활용품,온·오프라인 병행몰,2022.08,152587
3110,자동차 및 자동차용품,온라인 전용몰,2022.08,144554
3111,자동차 및 자동차용품,온·오프라인 병행몰,2022.08,304631
3112,가구,온라인 전용몰,2022.08,375019
3113,가구,온·오프라인 병행몰,2022.08,59107
3114,애완용품,온라인 전용몰,2022.08,189589
3115,애완용품,온·오프라인 병행몰,2022.08,11181
3116,여행 및 교통서비스,온라인 전용몰,2022.08,809825
3117,여행 및 교통서비스,온·오프라인 병행몰,2022.08,891203
3118,문화 및 레저서비스,온라인 전용몰,2022.08,119797
3119,문화 및 레저서비스,온·오프라인 병행몰,2022.08,120644
3120,이쿠폰서비스,온라인 전용몰,2022.08,592172
3121,이쿠폰서비스,온·오프라인 병행몰,2022.08,1831
3122,음식서비스,온라인 전용몰,2022.08,2215912
3123,음식서비스,온·오프라인 병행몰,2022.08,61481
3124,기타서비스,온라인 전용몰,2022.08,116100
3125,기타서비스,온·오프라인 병행몰,2022.08,62921
3126,기타,온라인 전용몰,2022.08,303609
3127,기타,온·오프라인 병행몰,2022.08,31287
3128,컴퓨터 및 주변기기,온라인 전용몰,2022.09,536852
3129,컴퓨터 및 주변기기,온·오프라인 병행몰,2022.09,150131
3130,가전·전자·통신기기,온라인 전용몰,2022.09,1383888
3131,가전·전자·통신기기,온·오프라인 병행몰,2022.09,248703
3132,서적,온라인 전용몰,2022.09,68829
3133,서적,온·오프라인 병행몰,2022.09,136389
3134,사무·문구,온라인 전용몰,2022.09,118439
3135,사무·문구,온·오프라인 병행몰,2022.09,21866
3136,의복,온라인 전용몰,2022.09,953312
3137,의복,온·오프라인 병행몰,2022.09,603582
3138,신발,온라인 전용몰,2022.09,162896
3139,신발,온·오프라인 병행몰,2022.09,133138
3140,가방,온라인 전용몰,2022.09,151517
3141,가방,온·오프라인 병행몰,2022.09,80562
3142,패션용품 및 액세서리,온라인 전용몰,2022.09,196776
3143,패션용품 및 액세서리,온·오프라인 병행몰,2022.09,90740
3144,스포츠·레저용품,온라인 전용몰,2022.09,450468
3145,스포츠·레저용품,온·오프라인 병행몰,2022.09,71965
3146,화장품,온라인 전용몰,2022.09,564029
3147,화장품,온·오프라인 병행몰,2022.09,357347
3148,아동·유아용품,온라인 전용몰,2022.09,373164
3149,아동·유아용품,온·오프라인 병행몰,2022.09,29386
3150,음·식료품,온라인 전용몰,2022.09,1820659
3151,음·식료품,온·오프라인 병행몰,2022.09,429816
3152,농축수산물,온라인 전용몰,2022.09,697930
3153,농축수산물,온·오프라인 병행몰,2022.09,134184
3154,생활용품,온라인 전용몰,2022.09,1177165
3155,생활용품,온·오프라인 병행몰,2022.09,143993
3156,자동차 및 자동차용품,온라인 전용몰,2022.09,129931
3157,자동차 및 자동차용품,온·오프라인 병행몰,2022.09,405761
3158,가구,온라인 전용몰,2022.09,353889
3159,가구,온·오프라인 병행몰,2022.09,50597
3160,애완용품,온라인 전용몰,2022.09,182814
3161,애완용품,온·오프라인 병행몰,2022.09,8808
3162,여행 및 교통서비스,온라인 전용몰,2022.09,658880
3163,여행 및 교통서비스,온·오프라인 병행몰,2022.09,839433
3164,문화 및 레저서비스,온라인 전용몰,2022.09,126021
3165,문화 및 레저서비스,온·오프라인 병행몰,2022.09,83058
3166,이쿠폰서비스,온라인 전용몰,2022.09,674165
3167,이쿠폰서비스,온·오프라인 병행몰,2022.09,1323
3168,음식서비스,온라인 전용몰,2022.09,1945385
3169,음식서비스,온·오프라인 병행몰,2022.09,56785
3170,기타서비스,온라인 전용몰,2022.09,201589
3171,기타서비스,온·오프라인 병행몰,2022.09,34395
3172,기타,온라인 전용몰,2022.09,290460
3173,기타,온·오프라인 병행몰,2022.09,27030
3174,컴퓨터 및 주변기기,온라인 전용몰,2022.1,526047
3175,컴퓨터 및 주변기기,온·오프라인 병행몰,2022.1,144740
3176,가전·전자·통신기기,온라인 전용몰,2022.1,1652864
3177,가전·전자·통신기기,온·오프라인 병행몰,2022.1,415821
3178,서적,온라인 전용몰,2022.1,62306
3179,서적,온·오프라인 병행몰,2022.1,111258
3180,사무·문구,온라인 전용몰,2022.1,133611
3181,사무·문구,온·오프라인 병행몰,2022.1,22079
3182,의복,온라인 전용몰,2022.1,1154661
3183,의복,온·오프라인 병행몰,2022.1,781846
3184,신발,온라인 전용몰,2022.1,193572
3185,신발,온·오프라인 병행몰,2022.1,136179
3186,가방,온라인 전용몰,2022.1,140421
3187,가방,온·오프라인 병행몰,2022.1,77773
3188,패션용품 및 액세서리,온라인 전용몰,2022.1,201093
3189,패션용품 및 액세서리,온·오프라인 병행몰,2022.1,89130
3190,스포츠·레저용품,온라인 전용몰,2022.1,477432
3191,스포츠·레저용품,온·오프라인 병행몰,2022.1,120682
3192,화장품,온라인 전용몰,2022.1,578648
3193,화장품,온·오프라인 병행몰,2022.1,329483
3194,아동·유아용품,온라인 전용몰,2022.1,395542
3195,아동·유아용품,온·오프라인 병행몰,2022.1,31394
3196,음·식료품,온라인 전용몰,2022.1,1763663
3197,음·식료품,온·오프라인 병행몰,2022.1,381799
3198,농축수산물,온라인 전용몰,2022.1,621714
3199,농축수산물,온·오프라인 병행몰,2022.1,112616
3200,생활용품,온라인 전용몰,2022.1,1206625
3201,생활용품,온·오프라인 병행몰,2022.1,147167
3202,자동차 및 자동차용품,온라인 전용몰,2022.1,124320
